,CD,BA
LINC01353,0.701366706666943,0.665150538858262
LINC01136,0.341722265989804,0.314642086367364
BTG2,5.09490711834702,5.02044062110935
FMOD,0.137342153960706,0.0850698119049237
PRELP,0.0537259515994626,0.0772616856717547
OPTC,0,0.000359086266834661
ATP2B4,5.87339177271075,5.83459463733251
LAX1,3.49549053762423,3.5324525374577
ZC3H11A,2.04104530116087,2.04729045255867
ZBED6,0.834172835745574,0.860364294531862
SNRPE,8.70686801874417,8.68677812185097
AC096645.1,0,0
LINC00303,0.00321634519607853,0.00322856338062023
AL592146.2,0.0279028356114321,0.0358237503407332
SOX13,1.07041789567937,0.910900436297169
AL592146.1,0.000402435506041437,0
ETNK2,0.0991489627394135,0.104240182654871
ERLNC1,0.000402435506041437,0.000359086266834661
REN,0.000402435506041437,0
KISS1,0.000804758785195764,0.00107699078236105
GOLT1A,0.0219689199369564,0.0135828347550878
PLEKHA6,0.0439987702135644,0.0358237503407332
AL592114.3,0.000402435506041437,0
LINC00628,0.000804758785195764,0.000359086266834661
AL606489.1,0.00962760362407471,0.012871127950569
PPP1R15B,4.77155155561234,4.80888092868384
PIK3C2B,2.4521063825086,2.35475453035497
MDM4,5.67800603066184,5.64529198253458
AL512306.3,0.179534393351233,0.168280692655051
LRRN2,0.0564378507572704,0.060140286875831
AL512306.2,0.0490650886961405,0.0528882635817023
AL161793.1,0,0
AC096675.1,0.0020110558868329,0.0017945382365862
NFASC,0.0349914670580722,0.0309108708718358
CNTN2,0.331203022834473,0.300131385450074
TMEM81,0.523791713990979,0.482634837177098
RBBP5,4.36133646506887,4.34744203198455
DSTYK,4.94609392482698,4.93756325952816
TMCC2,2.39486487703286,2.42765525583029
AC093422.2,0.00842766089443276,0.00537693199483168
NUAK2,0.750759648889066,0.813112540602039
KLHDC8A,0.00682618317343863,0.00752210615314393
LEMD1-AS1,0.00321634519607853,0.0071647985608931
LEMD1,0.0537259515994626,0.0573819080341258
BLACAT1,0.0957631566857072,0.0965353993542364
LEMD1-DT,0.0183968198914536,0.0263338823720442
CDK18,0.165248080770186,0.151242119818824
MFSD4A,0.804751912672759,0.801208343690658
ELK4,5.15788570634306,5.15716517937154
SLC45A3,0.300158113316643,0.298380252617793
NUCKS1,8.73085223641493,8.77367292534702
RAB29,5.38216382650351,5.40554840883108
AC119673.1,0.0314515050480991,0.0305593098972419
SLC41A1,3.59433988329147,3.54194954585581
AC119673.2,2.15848163647637,1.88476644582515
PM20D1,0.0908584769637282,0.0982138560504611
SLC26A9,0.00120696990003879,0.00143580911993593
AL713965.1,0,0
RAB7B,0.0203824117284103,0.0312623461976923
CTSE,0.000402435506041437,0.000359086266834661
RHEX,0.0112259763385752,0.0396721674206026
AVPR1B,0.000804758785195764,0.000359086266834661
AC244035.1,0,0
AC244035.4,0.0028146939659842,0.00430314758922484
AC244035.2,0.000402435506041437,0.000718083179468902
FAM72A,2.29571950716779,2.2342202410551
SRGAP2,4.78463646175221,4.74986721509839
IKBKE,4.19539196945812,4.21015757378201
C1orf147,0.572781471603724,0.50178362021397
AC244034.2,1.20063026916732,1.15476538005272
RASSF5,5.84195666524483,5.87230294581477
EIF2D,4.75548874817736,4.7891043635485
AL591846.2,0.724692287831778,0.692074875265759
DYRK3,3.49320476337864,3.46949010332943
MAPKAPK2,5.26724255789957,5.20900084867385
IL10,0.98596347507011,1.062689899403
IL19,0.142091579169832,0.129410747400276
IL20,0.0100273628504638,0.0178457182590774
IL24,0.715162110091272,0.762144667659936
FCMR,4.55220234889694,4.57882590267357
PIGR,0.0326324577651392,0.0206806588647402
FCAMR,0.00442062839543351,0.00573468260173569
C1orf116,0.00401931234861838,0.00680740245350938
PFKFB2,0.528543024667761,0.555797502509706
YOD1,2.58045764712754,2.62300800534985
C4BPB,1.43809366889481,1.23553124917517
C4BPA,0.0028146939659842,0.00107699078236105
AL445493.3,0.0116252929752104,0.0110903233706589
AL445493.2,0.000804758785195764,0.00107699078236105
AL596218.1,0.00241293088367391,0.00251172898451452
CD55,6.95596610981212,7.23670664918533
AL391597.1,0,0.000359086266834661
CR2,0.0541136780074033,0.0587617566944971
CR1,0.655598229096378,0.894186566968762
AL137789.1,0.0223652745362142,0.029504112663358
CR1L,0.154078056910863,0.119196779930815
AL137789.2,0,0.000359086266834661
CD46,6.11088569377749,6.17975732577252
MIR29B2CHG,2.69856507361417,2.73712498132791
CD34,0.181310276175398,0.215749454660952
AL356275.1,0,0
LINC02767,0.00762714425092236,0.010377385599577
PLXNA2,0.150818881615795,0.185752009876802
AL590138.1,0.000402435506041437,0.000359086266834661
AL606753.2,0.000402435506041437,0.000718083179468902
LINC01735,0,0
LINC02769,0,0
LINC01717,0.000402435506041437,0
LINC01774,0,0
AC092810.4,0,0
AC092810.3,0.000402435506041437,0
LINC01696,0,0
LINC01698,0,0
MIR205HG,0.00120696990003879,0.000359086266834661
AL023754.1,0.000402435506041437,0.000359086266834661
AL023754.2,0,0
CAMK1G,0.0980212433821846,0.0782825366571331
LAMB3,1.94124002202788,1.69915031834677
HSD11B1-AS1,2.7945067129419,2.44451107975422
G0S2,7.44794071330975,7.39512642260535
HSD11B1,1.25964716642737,1.29601522769252
TRAF3IP3,7.63310272973152,7.68945133758032
C1orf74,1.46341919828641,1.44524874094747
IRF6,0.295902285686713,0.216367816538471
UTP25,4.63487950118049,4.66788327489389
SYT14,0.0172041517272937,0.0160710473102527
AL022397.1,0.000402435506041437,0.0017945382365862
SERTAD4-AS1,0.133678080789951,0.167961065685975
SERTAD4,0.0282975635443307,0.0368743371352769
HHAT,0.281072869553846,0.336706964663118
AL034351.4,0.038130824484251,0.0389732183587584
AL034351.3,0,0.000359086266834661
KCNH1,0.0060247771682219,0.00609234451784569
AC092017.4,0,0.0017945382365862
KCNH1-IT1,0,0.000359086266834661
RCOR3,4.64327908127991,4.62690063828056
TRAF5,5.40121367540683,5.3076525874449
AL590101.1,0.0498429456032475,0.0375743035449205
LINC00467,3.7451914848148,3.67821869534197
RD3,0,0.00143580911993593
AC105275.1,0,0
SLC30A1,2.2889819262196,2.2721113966905
AC105275.2,0,0.000359086266834661
AL356310.1,0.000402435506041437,0
LINC01693,0,0
NEK2,4.30021635425561,4.29600999830344
AC096637.2,0.0235536854045868,0.0196182088524765
AC096637.1,0,0
LPGAT1,4.83952258395139,4.95582293284245
LPGAT1-AS1,0.0168063764669428,0.023156670357256
INTS7,3.45737746751443,3.48782095029799
DTL,5.13011147098076,5.1067677617408
AL606468.1,0.00321634519607853,0.00215317817667045
LINC02608,0.155885533460459,0.136615749253819
PPP2R5A,5.14789624772473,5.21049530457905
AL360091.2,0.200702057238505,0.208929923695388
AL360091.3,0.26709318915414,0.289592563161877
AL360091.1,0.021572456416453,0.0252755889652508
PACC1,3.49277577723643,3.56628641145067
AC092803.3,0.0560507485550405,0.0566914884856772
NENF,6.30095046398574,6.27479127659303
LINC02771,0,0
AC092803.2,0,0
LINC01740,0.00642553581768898,0.00537693199483168
AC092803.1,0.420219323038684,0.428959719437978
AC092803.4,0.0112259763385752,0.0107338985242468
ATF3,4.28821518047028,3.85763469634037
AL590648.2,0.00842766089443276,0.00609234451784569
FAM71A,0.0614607502708526,0.0438587656015112
LINC02773,0.384899250436667,0.350292873573186
BATF3,7.94234361952827,7.90351244504754
NSL1,5.94775502420841,5.99834045363064
TATDN3,3.72192312570087,3.78943144764568
SPATA45,0.187331978495573,0.173385117013619
FLVCR1-DT,2.95519481039794,2.89570498705871
FLVCR1,3.90154798790036,3.9167788904015
AC104333.4,0,0.000359086266834661
VASH2,0.862120307650216,0.84124804356405
ANGEL2,4.60712252881073,4.6582867886283
RPS6KC1,2.7123871649198,2.76560522007852
AL592402.1,0.000804758785195764,0.000359086266834661
AC096639.1,0.000402435506041437,0
PROX1-AS1,0.00160906891309431,0.00107699078236105
LINC00538,0,0
PROX1,0.0385227642678825,0.0280959813993724
AC011700.1,0.00120696990003879,0.000718083179468902
AL606537.1,0.000402435506041437,0
LINC02775,0.000402435506041437,0
SMYD2,3.51322456588002,3.4773148331124
AL929236.1,0.00321634519607853,0.00251172898451452
PTPN14,3.34446418215639,3.07516301380116
CENPF,8.40555628636905,8.43489663396072
AC099563.2,0.000402435506041437,0
KCNK2,0.000804758785195764,0.000718083179468902
AL450990.1,0.000402435506041437,0
KCTD3,1.8634029187737,1.75926370992733
USH2A,0.0172041517272937,0.0107338985242468
AL358452.1,0,0
AC093581.1,0,0
AC138024.1,0,0
ESRRG,0.00842766089443276,0.00322856338062023
GPATCH2,4.72608979819919,4.69564436210598
SPATA17,0.140996944900478,0.136615749253819
SPATA17-AS1,0,0
LINC00210,0,0
AL355526.1,0,0
LINC01653,0.00120696990003879,0
AL355526.2,0,0
RRP15,6.26367744055369,6.37095746055381
TGFB2-AS1,0,0.000359086266834661
TGFB2,0.0656972794617218,0.0577269939445631
TGFB2-OT1,0,0
C1orf143,0.000402435506041437,0.000359086266834661
LINC01710,0,0
LYPLAL1-DT,0.188038764480842,0.170835162339707
LYPLAL1,4.56842581942901,4.48762592390547
AL360093.1,0.08934598400328,0.0857467865086188
AC096642.1,0.810959623461865,0.788997272439289
AC096642.2,0.0108265491464034,0.00787932527409553
LYPLAL1-AS1,3.79542274134829,3.14088546721331
AL356364.1,0.000402435506041437,0.000718083179468902
ZC3H11B,0.489513803380678,0.481349169325938
SLC30A10,0.00882775270752281,0.0157158510055595
EPRS,7.60504042430725,7.61286752590339
BPNT1,3.68956501712086,3.69470420917205
IARS2,6.51898157591324,6.47271936558451
RAB3GAP2,5.33317415860427,5.33340891352576
AL451081.1,0,0
AC096644.3,0,0
LINC02779,0,0.000359086266834661
MARK1,0.175263334330729,0.17624843900736
C1orf115,0.0668505406402872,0.0772616856717547
MARC2,0.0028146939659842,0.00215317817667045
MARC1,0.00922773359690706,0.00680740245350938
RNU6ATAC35P,0.000402435506041437,0
AL445423.1,0.00722671929726788,0.0114466601823236
LINC01352,0.00361788463621967,0.00787932527409553
HLX-AS1,0.0436083154883269,0.0309108708718358
HLX,2.52118373758686,2.23688926082308
LINC02817,0.00361788463621967,0.00215317817667045
AL360013.2,0.000402435506041437,0.00107699078236105
AL360013.3,0.000804758785195764,0
AL360013.4,0.000402435506041437,0.000359086266834661
DUSP10,3.83499465768006,3.82399946838948
LINC01655,0.00120696990003879,0.00143580911993593
LINC02257,0,0.000359086266834661
LINC02474,0.000402435506041437,0
LINC01705,0.00241293088367391,0.00287019070441118
AL356108.1,0.0408721695385877,0.0379241594373504
AL513314.1,0,0
AL513314.2,0.356573033173255,0.425755025094607
HHIPL2,0.029086695559719,0.0333694018636474
TAF1A,3.42944385295464,3.50557402068121
TAF1A-AS1,1.00192866753185,0.966541975754694
MIA3,5.67711740485419,5.74180831979805
AL592148.3,0.871170415606144,0.856204204925308
AIDA,5.50380629784564,5.51052558863677
BROX,5.05996888583922,5.05705081412609
FAM177B,0.0156123922223108,0.0125151428434437
AL392172.2,0.034205559139414,0.0344217768113081
AL392172.1,2.78466902360466,2.71689261540323
DISP1,1.19659691913061,1.15363583939136
AL929091.1,0.146098147318483,0.153504064446552
TLR5,2.05883268501993,2.04128272764644
AL359979.2,0.0247411181327435,0.022449672011315
AL359979.1,0.000402435506041437,0.000718083179468902
SUSD4,1.08510066057033,0.955843250492487
CCDC185,0,0
CAPN8,0.0439987702135644,0.0476858370223159
CAPN2,6.50419472750724,6.51362941890272
TP53BP2,4.73152388949869,4.78854571160045
AC138393.3,0.165606968174609,0.170196968825016
FBXO28,3.72670420769031,3.79996387492395
DEGS1,5.57738528908467,5.54928804805651
AC092809.2,0.00401931234861838,0.0050190926531371
AC092809.4,0.113729656829398,0.122169582174448
NVL,4.57912415251757,4.65959464410026
CNIH4,6.39658983554718,6.3792430730973
WDR26,4.91874360159682,4.8312692054267
CNIH3,1.02703208839191,1.00998802276022
AC096537.1,0.0219689199369564,0.0256284396983666
AL596330.2,0,0
AL596330.1,0,0.000359086266834661
LINC02813,0.0020110558868329,0.000718083179468902
AL391811.1,0,0.000359086266834661
DNAH14,1.35870749015093,1.33397668167011
LBR,7.28541371974412,7.34621256858209
LINC02765,0.132577041746399,0.12809687235991
AC092811.1,0.00882775270752281,0.00787932527409553
ENAH,0.320284191724907,0.445141083275926
AC099066.2,0.0020110558868329,0.000718083179468902
AC099066.1,0,0.000359086266834661
SRP9,7.51113189774314,7.47580098143406
EPHX1,0.332162493391235,0.325000152101364
AL591895.1,1.12532409786775,1.11602172183433
TMEM63A,3.38540507578886,3.42527751609992
LEFTY1,0.0377387781926359,0.040021515008882
PYCR2,5.637514397823,5.6693928804951
AL117348.1,0,0
LEFTY2,0.00120696990003879,0.000359086266834661
SDE2,4.20779514515372,4.33382912287567
AL512343.2,0.183438454037796,0.195820620321188
H3F3A,10.0414694722757,10.0474676619841
LINC01703,0.158412202309978,0.14670756343988
ACBD3,5.93404850182931,5.99121062890715
ACBD3-AS1,0.0112259763385752,0.0157158510055595
MIXL1,0.37251661532332,0.289592563161877
LIN9,3.14314576322467,3.17726966541399
PARP1,7.7395052564782,7.77410627046348
AL359704.3,0,0
STUM,0.00642553581768898,0.00609234451784569
ITPKB,3.52669782330389,3.53443753439416
ITPKB-IT1,0.10027580127453,0.109242963417187
ITPKB-AS1,0.368469266965121,0.435082223527669
AL359732.1,0.0028146939659842,0.00358684705736849
PSEN2,1.83243231569917,1.87598745045915
COQ8A,3.22113770078384,3.1746470295662
CDC42BPA,2.1730132919738,1.97641527134245
AL353689.2,0.000402435506041437,0.000359086266834661
AL353689.3,0.0168063764669428,0.00930731792044373
AL451047.1,0.000402435506041437,0
AL627308.3,0.0156123922223108,0.0139385565390829
LINC01641,0.0020110558868329,0.00287019070441118
AL451054.4,0,0.000359086266834661
ZNF678,2.0947053591117,2.08019034253066
SNAP47,4.52287897746681,4.63546538818189
JMJD4,3.95489870049254,4.11118196158951
SNAP47-AS1,0.00401931234861838,0.0046611645326223
AL731702.1,0.241106554825803,0.282523667376676
PRSS38,0.00401931234861838,0.00966409534126578
WNT9A,0.108512500072792,0.110241441178196
WNT3A,0,0
LINC02809,0.111868551619009,0.108909983873669
ARF1,7.93776607115425,7.98739536631856
C1orf35,5.94494833042918,5.95906412042914
MRPL55,6.31053605946654,6.31909934944518
AL136379.1,0.0603031708127775,0.0635808604852613
GUK1,8.51869821693695,8.51186297253337
GJC2,0.280410233246063,0.299256084722967
IBA57-DT,0.0844194020776668,0.0738536225986227
IBA57,2.46790694869164,2.46540518111125
OBSCN-AS1,0.0999002862136791,0.0975427076832973
OBSCN,1.63832390713185,1.57205191408998
AL353593.1,0.33695029795134,0.324713429976938
AL353593.2,0.0028146939659842,0.00143580911993593
AL353593.3,0.0152141777843145,0.0132270252400112
AL670729.3,0.00562390716318881,0.00537693199483168
AL670729.2,0.0152141777843145,0.0142941906352491
TRIM11,4.14491215016349,4.22586579704114
AL670729.1,0.00401931234861838,0.00573468260173569
AL139288.1,0.000402435506041437,0.00430314758922484
TRIM17,0.484631980390906,0.448566234416863
HIST3H3,0.00962760362407471,0.0142941906352491
HIST3H2A,5.65504951629993,6.24896777224534
HIST3H2BB,1.68576136899117,1.74583445309476
RNF187,5.91586377347132,5.83856640628795
RHOU,1.91330252185887,2.02072038286075
LINC02815,0,0.000359086266834661
LINC02814,0.00482183283877238,0.00322856338062023
AL162595.2,0.000402435506041437,0
TMEM78,0.00922773359690706,0.0114466601823236
AL162595.1,1.01154345185307,0.973508710811083
RAB4A,5.36979652581148,5.41217574191927
SPHAR,0,0
AL117350.1,0.178823427683642,0.182274631928062
CCSAP,4.15067954025206,4.09269371142047
ACTA1,0.239743724901572,0.289592563161877
NUP133,3.91705813274428,3.93252910016662
AL160004.1,0,0
AL121990.1,0.072220270117476,0.0748768871239691
ABCB10,3.37364824274515,3.33637683526477
TAF5L,3.34005905271358,3.34223155033816
URB2,3.48298172191406,3.54096254320953
LINC01682,0,0
LINC01736,0,0
GALNT2,5.12649809767202,5.08382403294867
AL136988.2,0.0148158534003372,0.0160710473102527
AL136988.1,0.084798967778462,0.0796425486131821
PGBD5,0.100651218619049,0.0975427076832973
AL133516.1,0,0
LINC01737,0,0
COG2,5.14641968718709,5.15595693570998
AL158214.2,0.653040897806538,0.588885609211446
AGT,0.000804758785195764,0.00107699078236105
AL512328.1,0.00642553581768898,0.00251172898451452
CAPN9,0.00160906891309431,0.00215317817667045
AL118511.2,0,0
C1orf198,1.77631619059926,1.57627325647278
AL118511.1,0.0286921835074098,0.0228032144926979
AL118511.4,0.00482183283877238,0.0017945382365862
AL118511.3,0.0168063764669428,0.0118029090027179
TTC13,2.36486147075335,2.37608049543515
ARV1,4.22123675437229,4.23908651804505
FAM89A,4.32319962794913,4.36413999976056
TRIM67,0.00842766089443276,0.00859349827727261
AL109810.2,0,0
C1orf131,6.14595135897846,6.19305691248414
GNPAT,4.58036966297733,4.55853185580868
EXOC8,3.09614588496706,3.09442255152255
SPRTN,3.85477041809279,3.92713286247774
EGLN1,4.96507055785617,4.93410194480316
AL445524.1,3.9686665786784,3.81236408698209
TSNAX,6.11110697637491,6.09705711358985
LINC00582,0.000402435506041437,0.00215317817667045
DISC1,1.28992131858078,1.29791530257837
AL136171.2,0.634233768698417,0.645081692225783
DISC1-IT1,0.066466222670956,0.0769212414236918
AL353052.1,0,0
AL353052.2,0,0
SIPA1L2,2.06721268075146,2.01210999969133
LINC01745,0,0
LINC01744,0.000402435506041437,0.00251172898451452
MAP10,2.05844622494972,2.11691751948377
AL122003.2,0.0060247771682219,0.00644991778712653
NTPCR,4.86055355533528,4.90172990760961
PCNX2,3.72058035724649,3.63585811313372
MAP3K21,1.14219918230472,0.957693527836779
AL360006.1,0,0
KCNK1,2.53166269316734,2.37822348691939
AL357972.1,0.00562390716318881,0.0046611645326223
AL663058.2,0.00160906891309431,0
AL713868.1,0,0
SLC35F3,2.71128134118885,2.69836574080773
AL122008.3,0.00442062839543351,0.00358684705736849
AL122008.1,0.038130824484251,0.0417669851617143
AL122008.4,0.00682618317343863,0.0017945382365862
AL355472.2,0.0223652745362142,0.018554975838991
AL355472.3,0.193328651111902,0.174340189244638
COA6-AS1,2.16755866240192,2.14674396462734
COA6,6.73507144004134,6.77048605985178
TARBP1,4.81788084818643,4.81312843519469
LINC01354,0.00321634519607853,0.00251172898451452
AL161640.2,0.00120696990003879,0.00107699078236105
AL161640.3,0.00120696990003879,0.000359086266834661
AL161640.1,0,0
IRF2BP2,6.39521328831842,6.31304140681647
AL160408.2,0.416906872463796,0.35535478534751
LINC00184,0.138073853220859,0.0806617168837732
AL160408.5,0.000402435506041437,0
AL160408.1,0.0136202199649827,0.0114466601823236
AL160408.4,0.00241293088367391,0.00143580911993593
AL160408.3,0.0223652745362142,0.0256284396983666
AL160408.6,0,0
LINC01132,1.50173044182542,1.37623155754917
AL360294.1,0.0282975635443307,0.0326673918477275
AL391832.4,0.0691543009958492,0.0421158259207263
AL391832.1,0.0885891424817654,0.0714631791320792
AL391832.2,3.62813112031699,3.30281648159475
AL391832.3,0.789231216200319,0.724821432348132
LINC01348,0.0680028806615437,0.0532344258974476
AL732292.2,0.231196745954028,0.241495124841651
TOMM20,8.04909314516455,8.05671057574505
RBM34,3.36179481300703,3.4040271951187
ARID4B,7.00506919569583,7.05881742841608
GGPS1,4.01042328350329,3.99573450158578
TBCE,3.7495072184827,3.75887773649118
AL357556.4,0.105148623346289,0.100895331656651
TBCE.1,2.3323039730611,2.38428953098199
B3GALNT2,3.66057617289097,3.73843909520199
GNG4,6.54934211238456,6.91119713678006
LYST,6.33748879448639,6.43409998813763
LYST-AS1,0.00522292574068956,0.0107338985242468
AL139161.1,0.00442062839543351,0.00394504177884949
LINC02768,0.0168063764669428,0.0146497370868072
NID1,0.37717256705731,0.487509952553585
AL122018.2,0.000804758785195764,0.000718083179468902
GPR137B,2.84024258004003,2.86561898546526
ERO1B,3.07050270928888,3.10000404099492
EDARADD,3.68884735012437,3.55713185457833
LGALS8,5.61514777357906,5.52380187150088
LGALS8-AS1,0.704086949228919,0.686953152671382
AL359921.2,0.819651396757483,0.820045466689614
AL359921.1,0.218107581271034,0.21296354165272
HEATR1,5.28284487332505,5.31519517730091
ACTN2,0.18308397566714,0.21296354165272
MTR,5.50619048011574,5.45063142754777
MT1HL1,0.00160906891309431,0.00215317817667045
AL359259.1,0,0.000359086266834661
RYR2,0.451461169263098,0.455392237504402
AL359924.1,0.000402435506041437,0.000718083179468902
ZP4,0.00120696990003879,0.00287019070441118
MTRNR2L11,0.021572456416453,0.0178457182590774
AL356010.2,0,0
LINC01139,0,0
AL359551.1,0.0116252929752104,0.0167811776757178
AL583825.1,0,0
AC093426.2,0,0
AC093426.1,0.0560507485550405,0.0518492780031886
CHRM3,0.109258964272638,0.0779423332506001
CHRM3-AS2,3.54953062668519,3.33708776442236
CHRM3-AS1,0,0
AL356361.2,0.000402435506041437,0
AL356361.3,0,0
FMN2,0.0020110558868329,0.000359086266834661
AL359918.2,0,0
AL590490.1,0.000402435506041437,0
GREM2,0.4333935908069,0.363472913827056
AL358176.1,0,0
AL358176.4,0.0028146939659842,0.0017945382365862
AL365184.2,0,0
AL365184.1,0.000402435506041437,0
RGS7,0.00120696990003879,0.00107699078236105
AL359764.1,0.000402435506041437,0.000359086266834661
AL359764.2,0.0310576392230723,0.0238633224055911
AL359764.3,0.0164084915030221,0.00752210615314393
FH,5.55077420605488,5.61954765683527
KMO,0.729312487603967,0.674406309000307
OPN3,3.62464382174548,3.53183166539873
CHML,4.52188068054658,4.54915907469177
AL133390.1,0.257360881354048,0.244529705871269
WDR64,0.0560507485550405,0.0573819080341258
EXO1,3.64717808846461,3.67838701103249
BECN2,0,0
MAP1LC3C,0.00120696990003879,0.0017945382365862
PLD5,0.0028146939659842,0.00609234451784569
AL591686.2,0,0.000359086266834661
AL591686.1,0.000402435506041437,0
AL606534.3,0,0
CEP170,5.23918215754342,5.23418888848748
AL606534.1,0.0219689199369564,0.0298559308348012
AL606534.2,0.000804758785195764,0.0017945382365862
SDCCAG8,4.76880807096071,4.74372766156536
AKT3,4.51134781951152,4.51941754242157
AL591721.1,0.0227615202740583,0.0132270252400112
AL662889.1,0.014018874551475,0.0100207845531081
AKT3-IT1,0.744767296757296,0.732839213929169
LINC02774,0.000402435506041437,0.000718083179468902
ZBTB18,1.78451773064718,1.74711882921083
AL590483.1,0,0
AL590483.4,0,0.000359086266834661
AL590483.2,0,0
AL358177.1,0,0
C1orf100,0.0235536854045868,0.0217423270281919
AL645465.1,0.0836599709592519,0.0755586604888257
ADSS,7.03301647800693,7.00416793828743
CATSPERE,0.22432251738314,0.188590916183545
DESI2,5.75570919031603,5.80725805220766
AL451007.3,0.0428270888737447,0.0386236168031662
AL451007.2,0.0825200742001279,0.080322074117821
BX323046.2,0.561098368433751,0.518928196849749
COX20,7.26258373735342,7.21141510213975
HNRNPU,9.41316092972429,9.49899253525374
BX323046.1,0.143914125981934,0.129739029283349
AL356512.1,1.23950340097663,1.2559756236861
EFCAB2,2.29727617413427,2.32639344375202
KIF26B,0.53300059740464,0.594842555756106
KIF26B-AS1,0,0.000359086266834661
AC104462.2,0,0.000359086266834661
AC104462.1,0.00442062839543351,0.00215317817667045
SMYD3,4.04962058782053,4.02517069185532
AC118555.1,0.00562390716318881,0.00215317817667045
AC092801.1,0.0318452633743513,0.0347723979394833
SMYD3-IT1,0.102151911850052,0.0958634695249427
LINC01743,0.00442062839543351,0.00394504177884949
TFB2M,4.03213683946038,4.12631392421223
CNST,4.09394590706522,4.16818569492957
AL591623.1,0.894741499932817,0.936083018585665
AL591848.3,0.19473601786063,0.180691230539402
AL591848.2,0.0298753961679848,0.0305593098972419
SCCPDH,5.40767565318823,5.42293087429407
AL591848.4,0.262738547430873,0.236321642823925
LINC01341,0.508594674869672,0.507857938838195
AHCTF1,5.68826804287465,5.76335051066443
ZNF695,0.850783043145105,0.887795823953471
ZNF670,1.44963362196295,1.48042487386495
ZNF669,2.78045735470238,2.89256487830461
AL627095.2,0.00120696990003879,0.0017945382365862
C1orf229,0.0028146939659842,0.00251172898451452
ZNF124,2.99001038391489,3.01036463684849
AL390728.6,2.41379604927898,2.34545686917187
AL390728.5,1.85775046043421,1.82834311028449
ZNF496,2.20871467423672,2.19781410490058
AC104335.1,0.00882775270752281,0.00680740245350938
AC104335.2,0.000402435506041437,0.00394504177884949
NLRP3,0.141726793355123,0.133999909972976
OR2B11,0.0286921835074098,0.0312623461976923
GCSAML,0.185563497162481,0.165401497464502
OR2C3,0.0060247771682219,0.00537693199483168
GCSAML-AS1,0,0
AL606804.1,0.000402435506041437,0
OR2G2,0.00120696990003879,0
OR2G3,0,0
AL390860.1,0.0136202199649827,0.00859349827727261
OR13G1,0,0
OR6F1,0.000402435506041437,0
OR14A2,0,0
OR14K1,0,0.000359086266834661
OR1C1,0,0
OR14A16,0,0
OR11L1,0,0
TRIM58,0.848773068150605,1.02999949725296
OR2W3,0.00241293088367391,0.00430314758922484
OR2T8,0.00321634519607853,0.00251172898451452
OR2AJ1,0.00401931234861838,0.00215317817667045
OR2L8,0.0132214551892937,0.012871127950569
OR2AK2,0.00922773359690706,0.00930731792044373
OR2L5,0.0267180034025934,0.023156670357256
OR2L2,0.237014196803861,0.242406169550494
OR2L3,0.00401931234861838,0.00787932527409553
OR2L13,0.00562390716318881,0.00573468260173569
OR2M5,0,0
OR2M2,0,0
OR2M3,0,0.00143580911993593
OR2M4,0.000804758785195764,0.00107699078236105
OR2T33,0.000402435506041437,0.000359086266834661
OR2T12,0,0.000359086266834661
OR2M7,0,0
OR14C36,0,0
OR2T4,0,0
OR2T6,0.000804758785195764,0.000359086266834661
OR2T1,0,0
OR2T2,0.00120696990003879,0.00107699078236105
OR2T3,0,0
AC138089.1,0.0191913845904674,0.0256284396983666
OR2T5,0.000402435506041437,0.000359086266834661
OR2G6,0.0322389142604927,0.0206806588647402
AC098483.1,0.277424597730878,0.134327149380178
OR2T29,0,0
OR2T34,0,0
OR2T10,0.00241293088367391,0.00609234451784569
OR2T11,0.00361788463621967,0.00394504177884949
OR2T35,0,0
OR2T27,0,0
OR14I1,0.00120696990003879,0.000359086266834661
LYPD8,0.00160906891309431,0.000718083179468902
SH3BP5L,2.62596183651946,2.63386862616695
ZNF672,3.6253615251426,3.63519348555018
ZNF692,3.08944672481059,3.11421659285962
AL672291.1,0.000804758785195764,0.000718083179468902
PGBD2,2.66678237407411,2.7576617724601
FAM110C,0.957851114655634,0.874732937513801
AC079779.1,0,0
SH3YL1,4.09966203542264,4.070677827079
ACP1,7.5348985779739,7.53113916367057
ALKAL2,0.612021578687237,0.411785162568856
AC079779.2,0.168116683341195,0.146383120520659
AC079779.3,0.00120696990003879,0.00143580911993593
AC079779.4,0.000402435506041437,0
LINC01865,0.0851784336437244,0.0594511864375452
AC105393.2,0.0020110558868329,0.00143580911993593
AC105393.1,0.00762714425092236,0.00287019070441118
LINC01874,0,0
AC093326.2,0,0
LINC01875,0,0
AC093326.1,0.0028146939659842,0.0046611645326223
TMEM18,5.82875355642609,5.87329578539746
AC092159.2,0.117815656828882,0.109575866125484
AC092159.3,0,0.000359086266834661
AC092159.1,0.00642553581768898,0.0050190926531371
AC116609.3,0.0176018173445527,0.0164261561859623
AC116609.2,0,0
AC116609.1,0.00160906891309431,0.0017945382365862
LINC01115,0.0451695007473185,0.0354733846628225
LINC01939,0.00160906891309431,0.00215317817667045
AC113607.1,0,0
SNTG2-AS1,0.0510089451601854,0.0459475175348824
SNTG2,0.0641581624309621,0.062549549670403
AC114808.1,0,0
AC114808.2,0,0
AC108462.1,0,0.000359086266834661
AC105450.1,0,0
TPO,0.284711938932114,0.55163824387434
AC141930.1,0,0
AC141930.2,0.00160906891309431,0.00573468260173569
